text,label
text,1
at the hydro hoping to see scotlands latest world champion josh taylor in action  and ill be on… ,0
  as we continue to shake things up in 2019 were happy to announce that 2time writer of the year   beat…,0
  as we continue to shake things up in 2019 were happy to announce that 2time writer of the year   beat…,0
  as we continue to shake things up in 2019 were happy to announce that 2time writer of the year   beat…,0
"  high quality result
we promise our customers firstclass service and excellent result our watchword is to offer the best onl…",1
"high quality result
we promise our customers firstclass service and excellent result our watchword is to offer th… ",1
like to listen to a media conferencetype podcast check out the impact wrestling press pass podcast today over at… ,1
excited to be going to tomorrow to see   and all the fashion beauty… ,1
  where fake news and fear is fought with facts and fairness ernest agbada online good evening ho… ,0
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
i thought the american gal beyonce was perfect till i saw you am not gonna miss  lets go for lunch 🎉,1
  the relationship between the media and politicians is a love hate relationship it not always that a story goes your way jou…,1
  there are ongoing conversations with media houses where we are trying to negotiate better pay for correspondents which most…,0
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
"  public response on the question

are county issues efficiently covered by the media
 ",0
the takes place on 14th15 september 2019 drop me a dm if you would like to come along … ,0
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
  as we continue to shake things up in 2019 were happy to announce that 2time writer of the year   beat…,0
"   women lives matter men lives matter all peoples lives matter  

…",1
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
  can we have a list of the face of graft in kenya for future reference id like us to have it somewhere where they cant delet…,0
  can we have a list of the face of graft in kenya for future reference id like us to have it somewhere where they cant delet…,0
so excited to be going to   this week ive never been before and cant wait… ,0
  envelopmental journalism is undermining free and independent mediamost of the mashinani journalists are  underpaid lack…,0
"unaamkia message ya battery full remove charge mwingine akiamkia i had a great night last time 

but sii ni lif… ",1
how they forced me to chunishana sukuma  ,0
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
i presidentuhuru kenyatta has nothing to do with the failing state of kenya it’s apparently imminent that i will… ,0
can we have a list of the face of graft in kenya for future reference id like us to have it somewhere where they… ,0
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
  the holy prophets counsel to the global media   prov1527 a greedy and grasping person destroys co…,0
  am from machakos county thanks for bringing governor mutua  press team  among the panel actually…,1
imagine this with all the stealing going on  still runs as a country what if we just dont steal from ou… ,1
"shis 1000
zara khakis 1200
jeans 1300
cargo pants 1500
free deliveries in the cbd
small fee out of town
call… ",0
"  joyce kimani  correspondents are paid horribly most media houses pay about 250300 shillings per story 

 …",0
the success of your business is inextricably linked to the performance of your supply chain it’s not difficult to… ,1
delegates will benefit from the firsthand knowledge and experience of some of southern africa’s foremost consultan… ,1
investing in womenowned and womenled businesses wbe creates jobs injects revenue into the economy  boosts th… ,0
  the economic hardship is making journalist less independent how do u expect one to deny the brown envelope when hishe…,0
  there are ongoing conversations with media houses where we are trying to negotiate better pay for correspondents which most…,0
  the problem we have with correspondents is that they want the benefits but they do not want to be members of kca joyce kiman…,0
hey hey   por favor ,0
  as we continue to shake things up in 2019 were happy to announce that 2time writer of the year   beat…,0
